string, subtlex_uk.zipf, subtlex_uk.DomPoS
0, , 
0, , 
convincing,3.96,adjective
convincingly,2.92,adverb
convivial,2.55,adjective
conviviality,2.08,noun
convocation,1.47,noun
convoluted,2.68,adjective
convolution,1.17,noun
convolutions,1.17,noun
convolvulus,1.81,noun
convoy,3.48,noun
convoyer,1.3,noun
convoys,3.02,noun
convulse,1.54,verb
convulsed,2.09,verb
convulsing,1.77,verb
convulsion,2.16,noun
convulsions,2.52,noun
convulsive,1.87,adjective
conway,3.16,name
conways,1.17,name
conwell,1.17,name
conwoman,1.3,noun
conwy,3.08,name
conygar,1.39,name
conyou,1.3,adjective
coo,3.49,noun
coo-ee,2.83,noun
coober,1.39,name
cooch,1.54,noun
coochee,1.39,noun
coochie,2.52,noun
coochy,1.84,name
coode,1.54,name
cooder,1.77,name
cooed,1.84,verb
cooee,2.44,noun
cooeee,1.39,noun
cooey,2,name
coogan,3.07,name
coogee,1.6,name
cooing,2.37,verb
cook,5.03,verb
cookbook,3.12,noun
cookbooks,2.64,noun
cooke,3.24,name
cooked,4.73,verb
cooker,3.79,noun
cookeries,1.17,noun
cookers,2.67,noun
cookery,3.91,noun
cookham,2.43,name
cookhouse,1.87,noun
cookie,3.65,noun
cookiecutter,1.6,noun
cookies,3.53,noun
cookin,2.28,verb
cooking,4.94,noun
cookings,1.17,noun
cookley,1.17,name
cookoff,1.47,noun
cookout,1.54,noun
cookouts,1.39,noun
cooks,4,noun
cooksbury,1.17,name
cookson,2.5,name
cookstown,2.84,name
cookware,1.9,noun
cookworthy,1.87,name
cooky,1.77,adjective
cook\/barman,1.17,noun
cook\/housekeeper,1.3,noun
cool,5.07,adjective
coolabah,1.17,name
coolah,1.17,name
coolangatta,1.17,name
coolant,2.43,noun
coolants,1.3,noun
coolderry,1.3,name
cooldine,1.39,name
coole,1.87,name
cooled,3.46,verb
cooler,3.98,noun
coolers,2.29,noun
coolest,3.54,adjective
cooley,2.04,name
coolidge,2.42,name
coolie,1.54,noun
coolies,1.7,noun
coolin,1.9,noun
cooling,3.65,verb
coolio,2.34,name
coolish,1.65,adjective
coolition,1.17,noun
coolly,2.28,adverb
coolmore,1.74,name
coolness,2.63,noun
cools,3.18,verb
cooly,1.39,adverb
coom,1.17,noun
coomb,1.3,name
coombe,2.3,name
coomber,1.54,name
coombes,1.81,name
coombs,2.2,name
coomer,1.6,name
coomera,1.81,name
coomes,1.3,name
coon,2.39,name
coonawarra,1.17,name
cooncil,1.39,noun
cooney,2.11,name
coons,1.84,noun
cooo,1.3,name
coooool,1.3,name
coop,3.08,noun
coopa,1.54,name
coope,2.04,name
cooped,2.87,verb
cooper,4.13,name
cooperage,1.74,noun
cooperate,2.98,verb
cooperated,2.04,verb
cooperates,1.65,verb
cooperating,2.56,verb
cooperation,3.15,noun
cooperations,1.17,noun
cooperative,2.78,adjective
cooperatively,1.7,adverb
cooperatives,1.7,noun
coopered,2.19,verb
coopering,1.77,verb
coopers,2.68,name
coops,2.09,noun
coor,1.3,noun
cooraclare,1.17,name
coordinate,2.81,verb
coordinated,2.91,verb
coordinates,2.72,verb
coordinating,2.46,verb
coordination,3.06,noun
coordinations,1.17,noun
coordinator,3.01,noun
coordinators,1.7,noun
coors,2,name
coorte,2.13,noun
coory,1.17,verb
coos,2.11,noun
coot,2.51,noun
cootchie,2.14,noun
cootchy,1.54,noun
coote,1.84,name
cooter,1.6,name
cootes,1.3,name
cootie,1.6,noun
cooties,1.81,noun
coots,2.16,noun
coover,1.47,name
cop,4.01,noun
copa,2.56,name
copacabana,2.59,name
copacetic,1.17,adjective
copains,1.17,noun
copan,1.17,name
copas,1.54,name
copasih,1.17,name
copd,1.93,name
cope,4.51,verb
coped,3.41,verb
copehill,1.17,name
copeland,2.89,name
copelands,1.47,name
copen,1.47,name
copenhagen,3.51,name
coper,2.08,name
copernican,1.65,name
copernicium,1.47,name
copernicus,2.83,name
copers,1.3,name
copes,2.86,verb
copestake,1.17,name
copey,1.3,verb
copiapo,1.7,name
copie,1.17,name
copied,3.54,verb
copier,1.74,noun
copiers,1.6,noun
copies,3.93,noun
coping,3.86,verb
copinsay,1.54,name
copious,2.53,adjective
copiously,1.7,adverb
copland,2.24,name
copley,1.93,name
copmanthorpe,1.47,name
copnall,1.17,name
copout,1.54,noun
copp,1.3,name
coppa,1.7,noun
coppard,1.17,name
copped,2.6,verb
coppelia,1.93,name
coppell,2.43,name
coppen,1.65,name
coppenhall,1.3,name
copper,4.25,noun
copperbottom,1.6,name
copperfield,2.88,name
copperhead,1.97,noun
coppering,1.47,verb
copperopolis,1.97,name
copperplate,1.9,noun
coppers,3.24,noun
coppersmith,1.39,noun
coppertop,1.9,name
copperware,2.09,noun
copperworks,1.17,noun
coppery,1.93,noun
coppi,1.17,name
coppice,2.75,noun
coppiced,2.36,verb
coppicer,1.39,noun
coppicers,1.3,noun
coppices,1.7,noun
coppicing,2.52,verb
coppied,1.17,verb
coppin,1.54,name
copping,2.44,verb
coppinger,2.06,name
coppins,1.3,name
copplestone,1.17,name
coppo,1.3,name
coppola,2.53,name
coppout,1.39,noun
copra,1.84,noun
coprolite,1.84,noun
coprolites,1.77,noun
coprov,2.96,name
cops,3.95,noun
copse,2.59,noun
copses,1.65,noun
copsey,1.47,name
copshill,1.3,name
copson,1.9,name
copter,2.42,noun
copters,1.3,noun
copthorne,1.39,name
coptic,2.79,name
coptics,1.39,name
copts,1.93,name
copulate,1.84,verb
copulated,1.3,verb
copulates,1.17,verb
copulating,1.7,verb
copulation,2.13,noun
copulations,1.54,noun
copy,4.38,noun
copybook,2.17,noun
copycat,2.91,noun
copycats,4.03,noun
copycop,1.39,noun
copyin,1.17,verb
copying,3.75,noun
copyist,1.65,noun
copyists,1.47,noun
copyright,3.2,noun
copyrighted,2.02,verb
copyrights,1.9,noun
copywriter,2.25,noun
copywriters,1.84,noun
copywriting,1.39,noun
cop\/bad,1.39,noun
coq,2.65,noun
coquet,1.47,name
coquetry,1.17,noun
coquette,1.39,noun
coquettish,2.04,adjective
coquettishly,1.3,noun
coquilla,1.87,noun
coquille,1.65,noun
coquilles,1.47,noun
coquillettes,1.17,noun
cor,3.8,name
cora,3.38,name
coracao,1.39,noun
coracle,2.65,noun
coracles,2.11,noun
coracling,1.39,verb
coral,3.86,adjective
coral1,1.17,noun
coralation,1.17,noun
corale,1.65,name
coraled,1.17,verb
coralie,2.37,name
coraline,1.54,name
corals,3.07,noun
coram,2.08,name
coran,2.81,name
corazon,2.14,noun
corb,1.17,adjective
corbally,1.47,name
corbeil,1.39,name
corbel,2,noun
corbelling,1.47,noun
corbels,2.09,noun
corbet,1.6,name
corbett,3.26,name
corbetts,2.14,name
corbiere,1.74,name
corbieres,1.47,name
corbijn,1.3,name
corbin,1.65,name
corbishley,1.17,name
corbisiero,2.11,name
corbomite,1.65,noun
corbould,1.3,name
corbridge,2.14,name
corbusier,2.63,name
corby,3.06,name
corbyn,1.7,name
corcoran,2.28,name
corcovado,1.6,name
cord,3.65,noun
corda,1.3,noun
cordage,1.65,noun
corday,1.47,name
corde,1.3,unclassified
corded,1.74,verb
cordelia,2.57,name
cordell,2.24,name
cordelle,1.81,name
corden,2.82,name
corder,1.9,name
cordero,1.39,noun
corderoy,1.47,name
cordery,1.54,name
cordes,1.17,verb
cordia,1.39,name
cordial,3.06,adjective
cordiale,2.35,noun
cordiality,1.3,noun
cordially,2.06,adverb
cordials,1.87,noun
cordier,1.54,name
cordifolia,1.54,noun
cordina,2.39,name
cording,1.39,verb
cordingley,1.17,name
cordis,1.17,verb
cordite,2.16,noun
cordless,2.19,adjective
cordoba,2.54,name
cordolaine,1.47,name
cordon,3.2,noun
cordoned,2.82,verb
cordoning,1.65,verb
cordons,2.34,noun
cords,3.05,noun
corduroy,2.53,adjective
corduroys,1.3,noun
cordwainers,1.17,noun
cordyceps,1.6,noun
cordyline,1.9,noun
cordylines,1.77,noun
core,4.31,noun
corea,1.81,name
corecom,1.3,name
cored,2.08,verb
coreen,1.54,name
corella,1.39,noun
corelli,2.32,name
coren,2.69,name
corenza,1.6,name
coreopsis,1.3,name
corer,1.77,noun
corera,2.26,name
corerer,1.17,noun
corerespondence,1.17,noun
cores,2.65,noun
coretta,1.3,name
corey,2.97,name
corfe,2.38,name
corfield,1.54,name
corfu,2.76,name
corgan,1.74,name
corgette,1.9,noun
corgi,3.09,name
corgies,1.17,noun
corgis,2.67,noun
cori,1.54,name
coria,1.74,name
coriam,1.47,name
coriander,3.88,noun
corin,2.47,name
corina,1.47,name
corine,1.17,name
coring,1.65,verb
corinium,1.87,name
corinna,2.04,name
corinne,2.95,name
corinth,2.45,name
corinthian,3.04,adjective
corinthians,2.77,name
coriolanus,2.52,name
coriolis,2.3,name
cork,3.74,name
corkage,1.6,noun
corkboard,1.17,noun
corked,2.32,verb
corker,2.92,noun
corkers,2.2,noun
corkey,1.17,name
corkhill,1.6,name
corkie,1.17,name
corkill,2.19,name
corking,2.35,adjective
corks,2.77,noun
corkscrew,3.15,noun
corkscrewed,1.17,adjective
corkscrewing,1.17,verb
corkscrews,2.46,noun
corky,2.13,name
corlan,1.17,name
corleone,2.48,name
corless,1.39,adjective
corley,1.81,name
corluka,1.93,name
corm,1.84,noun
cormac,2.44,name
cormack,2.3,name
corman,1.81,name
cormon,1.17,name
cormorant,2.58,adjective
cormorants,2.62,noun
corms,1.97,noun
corn,3.94,noun
cornard,1.17,name
cornation,1.3,noun
cornball,1.17,noun
cornbread,2.28,noun
cornbury,1.47,name
corncob,1.65,adjective
corncockle,1.54,noun
corncrake,2.17,noun
corncrakes,2.21,noun
cornea,2.63,noun
corneal,1.81,adjective
corneas,1.65,noun
corned,3.11,adjective
corneille,1.47,name
cornel,1.74,name
cornelia,2.11,name
cornelian,1.47,adjective
cornelis,1.3,name
cornelius,2.71,name
cornell,2.47,name
corner,4.96,noun
cornerback,1.6,noun
cornered,3.1,verb
cornerhouse,1.39,name
cornering,2.6,verb
corners,4.05,noun
cornershop,2,name
cornerstone,3,noun
cornerstones,2.35,noun
cornes,1.17,unclassified
cornet,2.83,noun
cornets,2.06,noun
cornett,1.39,name
cornette,1.17,noun
cornetto,2.06,name
cornettos,1.54,noun
corney,1.65,name
cornfield,2.55,noun
cornfields,2.14,noun
cornflake,2.28,noun
cornflakes,3.11,noun
cornflour,3.13,noun
cornflower,2.47,noun
cornflowers,2.17,noun
cornforth,1.54,name
cornhill,2.2,name
cornicard,2.09,name
cornice,2.64,noun
cornices,2.24,noun
corniche,1.84,name
cornichon,1.6,noun
cornichons,1.7,noun
cornicing,2.69,noun
cornick,1.47,name
corniest,1.17,adjective
corniness,1.17,noun
corning,1.81,name
cornish,3.97,name
cornishman,2.2,name
cornishmen,1.9,name
cornishware,1.3,name
cornmeal,2,adjective
corno,1.39,name
cornock,2.61,name
cornpone,1.17,name
cornrows,1.39,noun
corns,2.5,noun
cornstarch,1.39,noun
cornthwaite,1.47,name
cornton,2.65,name
cornucopia,2.64,noun
cornus,2.24,name
cornuto,1.3,noun
cornwall,4.41,name
cornwallis,2.23,name
cornwallish,1.6,adjective
cornwell,2.73,name
corny,2.94,adjective
coro,1.65,name
coroborate,1.39,verb
coroborated,1.47,verb
corocraft,1.39,name
corolla,2.13,name
corollary,1.93,adjective
corollas,1.39,name
coromandel,2.28,name
coron,1.39,name
corona,2.69,name
coronado,1.7,name
coronal,2.19,adjective
coronarius,1.17,noun
coronary,2.87,adjective
coronas,1.17,noun
coronation,3.97,name
coronations,2.32,noun
coronel,1.47,name
coroner,3.73,noun
coroners,2.5,noun
coronet,2.44,noun
coronets,1.97,name
corot,1.87,name
corp,3.22,name
corpach,1.7,name
corped,1.17,verb
corpes,1.47,noun
corpo,2.02,name
corporal,3.78,name
corporals,2.02,noun
corporate,3.98,adjective
corporately,2.06,adverb
corporates,2.51,noun
corporation,4.19,noun
corporations,3.29,noun
corporatisation,1.3,noun
corporatised,1.47,adjective
corpore,1.17,noun
corporeal,1.65,adjective
corporis,1.47,name
corps,3.57,name
corpse,3.41,noun
corpser,1.17,noun
corpses,3.13,noun
corpsing,1.74,verb
corpulence,1.39,noun
corpulent,2.02,adjective
corpus,2.85,noun
corpuscle,1.3,name
corpuscles,1.7,noun
corpuscular,1.39,adjective
corpy,1.17,adjective
corr,2.49,name
corrado,1.6,name
corral,2.87,verb
corrale,1.17,verb
corralled,2.23,verb
corralling,1.81,verb
corrals,1.54,noun
corran,1.17,name
corre,1.17,noun
correa,2.02,name
correct,5.37,adjective
correctable,1.3,adjective
correctamundo,1.7,name
corrected,3.19,verb
correcticus,1.39,noun
correcting,2.91,verb
correctington,1.17,noun
correction,3.2,noun
correctional,2.13,adjective
corrections,2.7,noun
corrective,2.61,adjective
correctly,4.23,adverb
correctness,3.01,noun
correctomundo,1.47,name
corrector,1.7,noun
corrects,2.24,verb
correggio,1.74,name
corregidor,1.6,name
correlate,2.2,verb
correlated,2.16,verb
correlates,2.13,verb
correlatianus,2.64,name
correlating,1.47,verb
correlation,2.98,noun
correlations,1.9,noun
correlli,1.39,name
correpondent,1.17,noun
correr,1.17,name
correspond,2.76,verb
correspondance,1.3,noun
correspondant,1.47,adjective
corresponded,2.32,verb
correspondence,3.46,noun
correspondences,1.54,noun
correspondent,4.52,noun
correspondents,3.08,noun
corresponding,3.12,adjective
correspondingly,2.09,adverb
corresponds,2.64,verb
corretja,1.17,name
correze,1.17,name
corri,1.17,unclassified
corriander,1.95,noun
corrida,1.6,noun
corrido,1.39,noun
corridor,3.96,noun
corridors,3.55,noun
corridos,1.47,noun
corrie,3.01,name
corriere,1.3,name
corries,1.6,name
corrieshalloch,1.3,name
corrieyairack,1.77,name
corrigan,2.87,name
corrin,1.17,name
corrina,2.2,name
corrine,2.86,name
corris,1.65,name
corro,1.39,name
corroborate,2.59,verb
corroborated,2.24,verb
corroborates,1.39,verb
corroborating,1.84,verb
corroboration,2.79,noun
corroborative,1.77,adjective
corrode,2.36,verb
corroded,2.51,verb
corrodes,1.74,verb
corroding,2.29,verb
corrosion,2.74,noun
corrosive,2.89,adjective
corrour,1.77,name
corrs,2.28,name
corrugate,1.17,adjective
corrugated,2.98,adjective
corrugation,1.17,noun
corrugations,1.47,noun
corrugator,1.17,noun
corrupt,3.69,adjective
corrupted,3.06,verb
corrupter,1.39,noun
corrupters,1.17,noun
corruptible,1.7,adjective
corrupting,2.61,verb
corruption,4.05,noun
corruptions,1.84,noun
corruptly,1.87,adverb
corrupts,2.09,noun
corry,2.28,name
corryvreckan,1.77,name
cors,1.65,name
corsa,2.6,name
corsage,2.19,noun
corsages,1.17,noun
corsair,2.13,name
corsairs,1.3,name
corsas,1.3,name
corse,1.6,noun
corselet,1.39,noun
corset,3.06,noun
corseted,1.77,verb
corseting,1.17,verb
corsetry,1.77,noun
corsets,2.82,noun
corsham,2.5,name
corsi,1.87,name
corsica,2.86,name
corsican,2.06,adjective
corsie,1.17,name
corso,1.6,name
corston,1.3,name
corstopitum,1.3,name
corstorphine,1.47,name
cort,1.81,name
cortaderia,1.17,noun
corte,1.47,name
cortege,2.56,noun
corteges,1.47,noun
cortegiano,1.17,name
cortes,2.43,name
cortese,1.47,name
cortex,2.85,noun
cortez,2.59,name
cortezes,1.54,noun
corti,1.17,name
cortical,1.77,adjective
corticosteroids,1.3,noun
cortiglia,1.3,name
cortina,2.73,name
cortinas,1.7,name
cortisol,2.28,noun
cortisone,1.87,noun
cortodol,1.65,name
corton,1.81,name
cortona,1.39,name
cortot,1.6,name
coruisk,2.13,name
corum,1.39,name
coruna,1.54,name
corundum,2,noun
corunna,1.3,name
corus,2.72,name
coruscating,1.54,verb
corvair,1.9,name
corve,1.7,name
corvette,2.81,name
corvettes,1.81,noun
corvids,1.7,noun
corvin,1.3,name
corvus,1.6,name
corwen,1.9,name
corwin,1.84,name
cory,2.63,name
corycian,1.47,name
corydalis,1.47,noun
corydon,1.39,name
corylus,1.17,noun
coryton,2.45,name
cos,5.44,name
cosa,2.74,noun
cosas,1.47,noun
cosby,2.41,name
cose,1.47,noun
cosette,1.65,name
cosford,1.84,name
cosgrave,1.9,name
cosgrove,2.42,name
cosh,2.83,noun
cosham,1.7,name
coshed,1.39,verb
coshes,1.47,noun
cosheston,1.47,name
cosi,2.52,name
cosied,1.84,verb
cosier,2.44,adjective
cosies,1.84,noun
cosiest,1.84,adjective
cosily,1.39,adverb
cosima,1.81,name
cosimo,2.53,name
cosine,2,noun
cosines,1.3,noun
cosiness,2.35,noun
cosing,1.17,verb
cosla,2.44,name
cosmeston,1.74,name
cosmetic,3.64,adjective
cosmetically,2.23,adverb
cosmetics,3.11,noun
cosmetologist,1.3,noun
cosmic,3.35,adjective
cosmically,1.74,adverb
cosmics,1.17,noun
cosmo,2.7,name
cosmodrome,1.6,name
cosmogony,1.3,name
cosmological,2.21,adjective
cosmologist,2.02,noun
cosmologists,2.37,noun
cosmology,2.67,noun
cosmonaut,2.66,name
cosmonauts,2.17,noun
cosmoplitan,1.17,name
cosmopolis,1.7,name
cosmopolitan,3.2,noun
cosmopolitanism,1.39,noun
cosmopolitans,1.81,noun
cosmos,3.27,noun
coss,2.02,name
cossa,1.3,name
cossack,2.65,name
cossacks,2.24,name
cossall,1.17,name
cosset,1.3,verb
cosseted,2.11,verb
cosseting,1.3,verb
cossie,1.93,noun
cossies,1.39,noun
cossington,1.54,name
cossor,1.6,name
cost,5.17,noun
cost-cutting,2.82,adjective
cost-effective,3.02,adjective
costa,3.65,name
costain,1.54,name
costal,2,adjective
costanza,1.39,noun
costard,1.54,name
costas,2.39,name
costco,1.74,name
costcutter,1.7,name
costcutters,1.17,name
costcutting,1.17,verb
costed,3.03,verb
costeira,1.17,name
costello,3.14,name
costelloise,1.39,name
coster,1.87,noun
costerdane,1.65,name
costermonger,1.97,noun
costermongers,1.74,noun
costero,1.17,noun
costers,1.6,noun
costestes,1.9,name
costigliolo,1.17,name
costin,1.6,name
costing,4,verb
costings,2.89,noun
costless,1.6,adjective
costlier,1.6,adjective
costliest,1.9,adjective
costly,3.79,adjective
costner,2.89,name
costo,1.17,adjective
costock,1.3,name
coston,1.3,name
costs,4.75,noun
costss,1.3,noun
costume,4.17,noun
costumed,2.02,verb
costumer,1.17,noun
costumes,3.93,noun
costumey,1.17,noun
costumier,1.54,noun
costumiers,1.3,noun
costuming,1.6,noun
costwise,1.17,verb
costy,1.17,adjective
cosway,1.84,name
cosworth,2.13,name
cosy,4.2,adjective
cosying,2.64,verb
cosyness,1.17,noun
cosyou,1.3,noun
cot,3.45,noun
cotard,1.81,name
cotch,1.77,verb
cotching,1.17,verb
cote,2.74,name
cotechino,1.3,noun
cotehele,2.09,name
coterie,2,noun
coteries,1.17,noun
coterminous,1.81,adjective
cotes,2.28,name
cotgrave,1.84,name
cotham,1.3,name
cothi,1.65,name
cotic,1.17,adjective
cotillard,1.77,name
cotillion,1.17,noun
cotillions,1.39,noun
cotinus,1.81,name
cotleigh,1.3,name
cotman,1.54,name
cotmanhay,1.7,name
coton,1.97,name
cotoneaster,2.14,noun
cotopaxi,2,name
cots,2.48,noun
cotsarelis,1.39,name
cotswold,3.32,name
cotswolds,3.6,name
cott,1.84,name
cotta,3.12,noun
cottage,4.5,noun
cottageing,1.17,verb
cottager,1.47,noun
cottagers,1.87,noun
cottages,3.78,noun
cottagey,2.99,noun
cottaging,1.6,verb
cottagy,1.3,noun
cottam,1.17,name
cottan,1.77,name
cottar,1.7,name
cottas,2.04,noun
cotte,1.74,name
cottee,1.47,name
cotten,1.3,name
cotter,2.58,name
cotterell,2.04,name
cotteridge,1.84,name
cotteril,1.39,name
cotterill,2.85,name
cotters,1.17,noun
cottesloe,1.39,name
cottesmore,1.74,name
cottingham,1.87,name
cottingley,1.17,name
cottis,1.39,name
cottle,2.39,name
cotto,1.47,name
cotton,4.1,noun
cottoned,2.54,verb
cottoning,1.3,verb
cottonmouth,1.81,noun
cottonopolis,1.65,name
cottons,1.97,noun
cottontail,2.09,name
cottonwood,1.6,noun
cottony,1.3,adjective
cotton\/polyester,1.17,noun
cottrell,2.02,name
cottrill,1.3,name
coty,1.93,name
cotyledons,1.17,noun
cou,2.09,noun
coubertin,2.13,name
couch,3.62,noun
couchant,1.17,noun
couche,1.47,verb
couched,2.19,verb
coucher,2.34,noun
couches,2.26,noun
couching,1.65,verb
couchings,1.3,noun
couchjust,1.17,name
couchman,1.65,name
coucou,1.7,name
coud,1.3,verb
cougan,1.17,name
cougar,2.83,name
cougars,2.25,name
cough,3.68,noun
coughdrop,1.17,name
coughed,2.78,verb
coughers,1.17,noun
coughing,3.3,verb
coughlan,2.19,name
coughlin,2.17,name
coughs,3.21,noun
coughton,1.47,name
coul,1.7,noun
coulabria,1.17,name
coulby,1.39,name
could,6.27,verb
coulda,2.54,verb
coulding,1.47,verb
couldjust,1.17,verb
couldn,1.6,verb
couldna,1.77,noun
couldnae,2.85,verb
coulds,1.3,noun
couldst,1.81,noun
coulee,1.74,name
couleur,1.39,noun
couleurs,1.39,unclassified
